Respondent_Serial,language,country,yyyymmdd,AgeGender,weight,regionAustralia,regionUS,regionUK,regionIndia,regionNigeria,regionPhilippines,regionFinland,regionPortugal,regionBrazil,regionFrance,D1,D2,D3,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9
116,Finnish,Finland,20210518,Women 21-25,0.7403900082320471, , , , , , ,South Finland, , , ,22,woman,Finland: South Finland,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,moderately,moderately,not at all,moderately,not at all,very,very,not at all
118,English,India,20210518,Women 21-25,0.5763177420585249, , , ,West India, , , , , , ,25,woman,India: West India,extremely,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,no,no,yes,yes,no,no,yes,yes,yes,very,very,moderately,moderately,extremely,a little,very,very,moderately
119,Finnish,Finland,20210518,Women 16-20,1.1573713358730597, , , , , , ,West Finland, , , ,18,woman,Finland: West Finland,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,not at all,no,no,yes,no,no,no,yes,no,yes,moderately,a little,extremely,a little,a little,a little,very,very,very
120,Finnish,Finland,20210518,Men 21-25,1.1282464444101474, , , , , , ,South Finland, , , ,25,man,Finland: South Finland,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,extremely,not at all,extremely,extremely,not at all
121,English,Nigeria,20210518,Men 21-25,1.59501766914096, , , , ,North West, , , , , ,23,man,Nigeria: North West,very,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,a little,a little,moderately,a little,a little,moderately,very,very
122,English,United Kingdom,20210518,Women 21-25,0.9578710094154348, , ,North, , , , , , , ,25,woman,United Kingdom: North,a little,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,prefer not to say,no,no,no,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,a little,a little,not at all,a little,not at all,a little,extremely,not at all
124,Finnish,Finland,20210518,Women 16-20,1.2080684447628702, , , , , , ,South Finland, , , ,19,woman,Finland: South Finland,extremely,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,no,no,yes,no,no,no,yes,yes,yes,very,very,moderately,a little,extremely,a little,very,extremely,a little
126,English,Nigeria,20210518,Men 16-20,5.310698196199024, , , , ,North East, , , , , ,18,man,Nigeria: North East,a little,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,I don't talk to other people about climate change,moderately,no,yes,no,yes,yes,yes,yes,no,no,not at all,a little,a little,a little,not at all,moderately,not at all,a little,a little
127,Finnish,Finland,20210518,Women 21-25,0.7093192249242061, , , , , , ,West Finland, , , ,24,woman,Finland: West Finland,moderately,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,prefer not to say,no,yes,no,no,prefer not to say,yes,no,moderately,yes,yes,no,yes,yes,yes,no,no,no,a little,not at all,a little,very,a little,moderately,a little,not at all,moderately
128,English,India,20210518,Men 21-25,0.8012481119389621, , , ,South India, , , , , , ,21,man,India: South India,extremely,yes,yes,no,yes,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,very,no,no,yes,no,yes,yes,yes,no,yes,very,moderately,moderately,moderately,a little,a little,a little,very,very
129,Finnish,Finland,20210518,Men 21-25,1.2063211826934177, , , , , , ,East Finland, , , ,23,man,Finland: East Finland,a little,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,I don't talk to other people about climate change,moderately,yes,yes,no,yes,yes,yes,no,no,no,not at all,not at all,not at all,not at all,not at all,not at all,a little,not at all,not at all
131,English,India,20210518,Women 21-25,0.5842188231502431, , , ,North East India, , , , , , ,21,woman,India: North East India,very,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,yes,no,yes,yes,yes,very,very,very,not at all,extremely,a little,very,very,a little
132,Finnish,Finland,20210518,Women 21-25,0.7093192249242061, , , , , , ,West Finland, , , ,25,woman,Finland: West Finland,very,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,no,a little,prefer not to say,prefer not to say,no,prefer not to say,prefer not to say,no,yes,no,prefer not to say,moderately,a little,moderately,not at all,moderately,not at all,prefer not to say,a little,not at all
133,English,Australia,20210518,Women 16-20,0.8694183933646281,New South Wales, , , , , , , , , ,20,woman,Australia: New South Wales,a little,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,I don't talk to other people about climate change,a little,no,no,no,no,no,no,no,no,no,not at all,not at all,not at all,very,not at all,moderately,not at all,not at all,not at all
134,Finnish,Finland,20210518,Women 21-25,0.7403900082320471, , , , , , ,South Finland, , , ,25,woman,Finland: South Finland,extremely,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,completely reassured,yes,no,yes,yes,no,yes,no,yes,yes,very,extremely,moderately,extremely,moderately,not at all,a little,not at all,extremely
135,English,India,20210518,Women 21-25,0.8480959604196836, , , ,East India, , , , , , ,23,woman,India: East India,very,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,moderately,no,yes,no,yes,yes,yes,yes,yes,yes,a little,a little,very,extremely,moderately,very,not at all,very,a little
138,Finnish,Finland,20210518,Men 16-20,1.003880491296018, , , , , , ,West Finland, , , ,18,man,Finland: West Finland,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,a little,yes,yes,yes,no,yes,yes,no,no,no,not at all,not at all,not at all,very,not at all,not at all,not at all,not at all,very
139,Finnish,Finland,20210518,Men 16-20,1.003880491296018, , , , , , ,West Finland, , , ,16,man,Finland: West Finland,moderately,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,not at all,no,no,yes,no,no,no,yes,no,no,not at all,not at all,not at all,a little,moderately,moderately,not at all,moderately,not at all
140,English,Philippines,20210518,Women 21-25,0.6617849655159419, , , , , ,Central Philippines Region, , , , ,25,woman,Philippines: Central Philippines Region,very,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,yes,yes,no,yes,yes,yes,no,no,no,a little,a little,moderately,very,moderately,very,a little,moderately,very
141,English,Philippines,20210518,Men 21-25,0.7078000062120289, , , , , ,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle, , , , ,22,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,not at all,no,no,no,yes,no,no,yes,no,no,a little,a little,moderately,very,a little,a little,a little,moderately,not at all
144,Finnish,Finland,20210518,Women 21-25,0.7403900082320471, , , , , , ,South Finland, , , ,22,woman,Finland: South Finland,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,a little,no,no,no,yes,no,no,yes,yes,yes,moderately,a little,moderately,a little,extremely,not at all,very,very,a little
145,English,Nigeria,20210518,Men 21-25,1.582968639987312, , , , ,North East, , , , , ,23,man,Nigeria: North East,moderately,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,no,moderately,yes,yes,yes,no,yes,no,yes,yes,no,very,moderately,very,moderately,very,moderately,moderately,moderately,very
146,English,India,20210518,Women 16-20,1.4453744490568754, , , ,North India, , , , , , ,20,woman,India: North India,very,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,yes,no,no,yes,yes,yes,moderately,extremely,a little,a little,very,moderately,not at all,not at all,not at all
149,English,Australia,20210518,Women 16-20,1.0795608562983807,Queensland, , , , , , , , , ,18,woman,Australia: Queensland,very,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,a little,no,no,yes,yes,no,no,yes,yes,yes,a little,a little,moderately,not at all,moderately,not at all,a little,a little,not at all
150,English,United Kingdom,20210518,Women 21-25,0.9578710094154348, , ,North, , , , , , , ,25,woman,United Kingdom: North,moderately,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,a little,no,no,yes,no,yes,prefer not to say,no,yes,no,prefer not to say,not at all,not at all,a little,not at all,prefer not to say,a little,not at all,a little
152,English,India,20210518,Women 16-20,1.183360054767504, , , ,West India, , , , , , ,18,woman,India: West India,extremely,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,yes,no,no,yes,yes,yes,no,no,no,a little,very,moderately,a little,moderately,a little,a little,moderately,a little
153,Finnish,Finland,20210518,Women 21-25,0.7916250521417015, , , , , , ,East Finland, , , ,21,woman,Finland: East Finland,extremely,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,not at all,no,yes,no,yes,yes,yes,no,yes,no,moderately,moderately,extremely,very,a little,moderately,very,moderately,extremely
157,English,Australia,20210518,Women 16-20,0.8694183933646281,New South Wales, , , , , , , , , ,18,woman,Australia: New South Wales,very,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,moderately,no,no,yes,no,no,no,yes,yes,no,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately
158,Finnish,Finland,20210518,Women 21-25,0.7870439499531771, , , , , , ,North Finland, , , ,22,woman,Finland: North Finland,moderately,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,not at all,yes,yes,yes,no,no,no,yes,yes,yes,not at all,a little,not at all,moderately,very,not at all,not at all,very,a little
159,French,France,20210518,Women 16-20,1.3406818731626147, , , , , , , , , ,North West,20,woman,France: North West,very,no,yes,no,yes,no,yes,yes,yes,no,no,prefer not to say,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,a little,no,no,yes,prefer not to say,no,no,yes,yes,yes,not at all,very,a little,a little,moderately,not at all,prefer not to say,moderately,not at all
161,English,United Kingdom,20210518,Women 16-20,0.9803719981125373, , ,South, , , , , , , ,17,woman,United Kingdom: South,extremely,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,I don't talk to other people about climate change,not at all,no,no,yes,no,no,no,yes,yes,yes,very,extremely,very,not at all,extremely,a little,very,extremely,a little
162,English,United Kingdom,20210518,Women 16-20,0.973762230263565, , ,Midlands, , , , , , , ,20,woman,United Kingdom: Midlands,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,extremely,very,not at all,extremely,not at all,very,extremely,not at all
163,English,India,20210518,Women 21-25,0.6922652213963221, , , ,South India, , , , , , ,22,woman,India: South India,extremely,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,very,yes,yes,yes,no,no,yes,yes,yes,no,moderately,moderately,extremely,moderately,very,extremely,very,moderately,a little
164,English,United Kingdom,20210518,Women 16-20,1.0293706436809786, , ,North, , , , , , , ,20,woman,United Kingdom: North,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,very,very,not at all,moderately,not at all,extremely,moderately,not at all
165,English,India,20210518,Women 21-25,0.7039234893501642, , , ,North India, , , , , , ,22,woman,India: North India,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,a little,no,no,no,no,no,no,yes,yes,yes,prefer not to say,not at all,a little,not at all,not at all,not at all,not at all,a little,not at all
166,English,India,20210518,Women 21-25,0.8480959604196836, , , ,East India, , , , , , ,25,woman,India: East India,extremely,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,very,yes,yes,no,yes,yes,yes,yes,yes,yes,very,very,very,extremely,very,very,moderately,extremely,extremely
167,English,Philippines,20210518,Men 21-25,0.7078000062120289, , , , , ,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle, , , , ,25,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,extremely,moderately,very,not at all,extremely,very,not at all
168,English,India,20210518,Men 21-25,0.8012481119389621, , , ,South India, , , , , , ,23,man,India: South India,a little,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,a little,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,not at all,a little,very,a little,moderately,not at all,moderately,moderately
169,English,Philippines,20210518,Women 21-25,0.649679802136875, , , , , ,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle, , , , ,21,woman,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,completely reassured,no,no,yes,yes,no,no,yes,yes,yes,very,moderately,very,very,very,very,moderately,very,moderately
170,Portuguese,Portugal,20210518,Men 16-20,1.3092636112720801, , , , , , , ,North, , ,19,man,Portugal: North,extremely,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,no,yes,extremely,moderately,very,moderately,very,not at all,not at all,extremely,not at all
171,Finnish,Finland,20210518,Women 16-20,1.2916668714367954, , , , , , ,East Finland, , , ,16,woman,Finland: East Finland,very,no,yes,yes,yes,prefer not to say,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,moderately,yes,no,no,yes,no,yes,no,no,no,moderately,a little,moderately,moderately,a little,moderately,not at all,a little,moderately
172,Finnish,Finland,20210518,Men 21-25,1.1282464444101474, , , , , , ,South Finland, , , ,25,man,Finland: South Finland,a little,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,I don't talk to other people about climate change,moderately,no,yes,no,no,yes,no,yes,no,no,moderately,moderately,extremely,very,moderately,moderately,moderately,very,moderately
173,English,Australia,20210518,Men 16-20,1.1371012797535018,Victoria, , , , , , , , , ,18,man,Australia: Victoria,extremely,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,moderately,no,no,yes,no,no,no,yes,yes,yes,a little,not at all,a little,not at all,very,not at all,very,extremely,not at all
174,Finnish,Finland,20210518,Women 21-25,0.7403900082320471, , , , , , ,South Finland, , , ,22,woman,Finland: South Finland,moderately,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,very,a little,very,not at all,moderately,moderately,a little
175,English,Australia,20210518,Women 16-20,0.8694183933646281,New South Wales, , , , , , , , , ,20,woman,Australia: New South Wales,extremely,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,moderately,very,moderately,very,a little,a little,very,not at all
176,French,France,20210518,Women 21-25,0.8061407188169721, , , , , , , , , ,South,23,woman,France: South,very,yes,prefer not to say,yes,yes,no,yes,yes,prefer not to say,no,no,yes,no,yes,no,no,no,no,yes,prefer not to say,yes,no,yes,no,a little,no,prefer not to say,prefer not to say,prefer not to say,no,prefer not to say,yes,no,yes,a little,prefer not to say,moderately,prefer not to say,prefer not to say,a little,prefer not to say,prefer not to say,prefer not to say
177,English,Philippines,20210518,Men 16-20,1.9729115652947569, , , , , ,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle, , , , ,18,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,extremely,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,completely reassured,yes,yes,yes,yes,yes,yes,yes,no,no,not at all,not at all,not at all,extremely,not at all,extremely,not at all,not at all,extremely
178,Finnish,Finland,20210518,Women 16-20,1.2080684447628702, , , , , , ,South Finland, , , ,16,woman,Finland: South Finland,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,moderately,yes,no,no,yes,no,yes,no,yes,yes,extremely,moderately,extremely,moderately,extremely,moderately,extremely,very,a little
179,English,India,20210518,Men 16-20,1.4754948727237758, , , ,North India, , , , , , ,20,man,India: North India,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,prefer not to say,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,moderately,very,very,very,very,very,very,very,very
180,English,Philippines,20210518,Men 21-25,0.6982261956861798, , , , , ,Mindanao Super Region, , , , ,23,man,Philippines: Mindanao Super Region,extremely,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,moderately,no,yes,yes,no,no,no,no,no,yes,a little,a little,moderately,very,a little,moderately,not at all,moderately,a little
181,English,Philippines,20210518,Men 21-25,0.7078000062120289, , , , , ,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle, , , , ,22,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,a little,no,no,no,no,no,no,yes,yes,yes,moderately,moderately,very,a little,moderately,a little,moderately,very,a little
182,English,India,20210518,Men 21-25,0.8012481119389621, , , ,South India, , , , , , ,21,man,India: South India,moderately,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,moderately,yes,no,no,yes,yes,yes,no,no,yes,moderately,very,moderately,a little,moderately,not at all,moderately,extremely,moderately
183,English,Philippines,20210518,Women 16-20,1.6821126327601175, , , , , ,Mindanao Super Region, , , , ,20,woman,Philippines: Mindanao Super Region,extremely,yes,no,no,yes,prefer not to say,no,yes,no,no,no,no,no,yes,no,yes,yes,prefer not to say,yes,yes,yes,prefer not to say,yes,I don't talk to other people about climate change,a little,no,no,yes,no,no,prefer not to say,yes,prefer not to say,prefer not to say,a little,moderately,moderately,moderately,a little,moderately,a little,a little,moderately
